image_path,gender
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3681.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3681.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3682.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3682.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3683.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3683.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3684.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3684.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3685.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3686.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3687.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3688.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3688.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3689.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3689.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3690.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3691.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3692.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3692.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3693.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3693.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3695.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3695.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3696.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3697.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3698.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3699.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3699.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3700.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3700.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3701.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3702.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3703.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3704.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3704.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3705.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3705.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3706.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3707.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3708.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3709.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3709.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3710.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3710.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3711.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3712.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3712.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3713.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3714.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3714.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3715.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3715.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3716.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3717.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3718.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3719.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3720.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3720.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3722.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3723.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3724.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3724.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3725.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3725.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3726.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3727.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3728.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3729.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3730.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3730.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3731.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3731.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3732.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3732.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3733.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3733.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3734.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3734.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3735.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3735.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3736.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3736.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3737.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3737.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3738.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3738.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3739.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3739.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3740.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3740.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3741.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3741.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3742.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3742.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3743.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3743.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3744.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3745.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3745.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3746.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3746.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3747.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3747.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3748.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3748.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3749.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3750.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3750.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3751.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3751.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3752.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3753.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3753.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3754.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3754.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3755.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3755.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3756.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3756.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3757.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3758.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3759.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3760.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3760.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3761.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3761.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3762.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3762.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3763.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3763.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3764.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3765.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3766.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3766.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3767.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3767.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3768.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3768.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3769.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3769.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3770.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3770.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3771.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3771.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3772.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3772.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3773.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3773.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3774.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3774.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3775.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3775.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3776.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3776.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3777.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3778.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3778.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3779.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3779.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3780.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3780.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3781.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3782.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3783.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3783.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3784.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3784.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3785.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3786.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3786.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3787.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3787.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3788.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3789.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3789.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3790.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3790.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3791.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3791.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3792.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3793.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3794.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3795.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3795.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3796.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3796.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3797.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3799.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3800.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3802.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3802.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3803.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3803.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3805.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3805.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3806.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3806.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3807.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3807.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3808.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3808.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3809.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3810.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3811.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3811.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3812.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3812.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3813.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3813.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3814.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3814.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3815.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3816.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3816.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3817.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3817.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3818.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3818.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3819.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3819.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3820.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3820.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3821.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3821.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3822.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3823.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3823.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3824.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3824.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3825.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3826.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3827.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3827.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3828.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3828.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3829.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3829.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3830.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3830.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3831.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3832.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3833.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3834.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3835.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3836.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3836.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3837.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3837.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3838.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3839.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3839.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3840.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3840.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3841.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3842.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3843.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3844.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3844.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3845.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3846.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3846.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3848.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3849.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3849.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3850.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3851.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3851.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3852.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3852.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3853.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3853.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3854.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3854.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3855.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3855.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3856.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3856.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3857.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3857.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3858.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3858.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3859.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3859.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3860.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3860.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3861.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3862.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3863.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3864.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3865.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3865.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3866.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3867.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3867.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3868.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3868.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3869.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3870.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3870.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3871.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3871.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3872.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3873.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3873.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3874.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3875.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3876.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3876.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3877.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3877.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3878.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3878.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3879.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3879.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3880.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3880.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3881.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3882.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3882.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3883.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3884.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3884.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3885.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3885.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3886.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3886.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3887.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3887.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3888.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3888.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3889.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3889.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3890.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3891.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3892.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3892.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3893.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3893.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3894.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3894.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3895.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3896.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3896.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/3897.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/3897.jpg,male
